product_id,time_id,customer_id,promotion_id,store_id,store_sales,store_cost,unit_sales
799,420,2965,0,2,5.68,1.704,2
803,420,2965,0,2,7.02,2.9484,2
60,420,2965,0,2,5.32,1.9684,2
316,420,2965,0,2,1.31,0.4847,1
693,420,2965,0,2,1.99,0.9154,1
443,420,4645,0,2,1.33,0.532,1
726,420,4645,0,2,3.21,1.3482,1
1435,420,4645,0,2,5.44,1.7952,2
959,407,8854,0,2,3,1.08,2
1109,407,8854,0,2,1.1,0.495,2
659,407,8854,0,2,3.21,1.3482,1
449,407,8854,0,2,7.38,3.3948,2
666,407,8854,0,2,2.67,1.2282,3
157,407,8613,0,2,2.95,1.298,1
1199,407,8613,0,2,5.12,1.9968,2
1189,407,8613,0,2,0.76,0.3496,1
806,407,8613,0,2,5.2,2.548,2
397,407,8613,0,2,2.7,1.215,2
1212,407,8613,0,2,0.53,0.1908,1
1322,407,5015,0,2,6.4,2.112,2
407,407,5015,0,2,6.42,2.1828,2
451,407,5015,0,2,1.78,0.623,1
733,407,5015,0,2,1.95,0.6045,1
1249,407,10179,0,2,1.48,0.6364,1
1039,407,10179,0,2,1.62,0.5022,2
687,407,3779,0,2,0.97,0.3492,1
1143,407,3779,0,2,3.52,1.1616,2
920,407,3779,0,2,1.46,0.4818,2
444,407,3779,0,2,5.18,1.6576,2
1459,407,3779,0,2,1.43,0.6578,1
1529,407,3779,0,2,3.27,1.5696,1
587,407,3779,0,2,6.54,2.4198,2
1203,399,7008,0,2,1.46,0.5986,1
381,399,7008,0,2,2.33,0.7223,1
144,399,7008,0,2,1.02,0.4182,2
1236,399,3883,0,2,3.32,1.162,1
281,399,3883,0,2,2.63,0.8153,1
843,399,10261,0,2,2.94,1.2642,1
1047,399,10261,0,2,6.46,1.938,2
597,399,2126,0,2,5.6,1.68,2
1053,399,2126,0,2,1.85,0.888,1
830,399,2126,0,2,4.9,2.107,2
354,399,2126,0,2,2.25,0.9225,1
1369,399,2126,0,2,3.38,1.0816,1
1440,399,2126,0,2,5.62,2.1356,2
1554,399,6319,0,2,2.54,0.8382,1
545,399,6319,0,2,1.45,0.551,1
18,446,5873,0,2,2.67,0.8544,1
74,446,5873,0,2,3.14,1.3502,2
1049,446,5873,0,2,7.86,2.9868,2
1239,446,5873,0,2,4.56,1.368,2
1276,446,5397,0,2,2.86,0.9438,2
973,446,5397,0,2,2.68,1.0988,2
1056,446,5397,0,2,5.86,2.4026,2
806,446,5397,0,2,2.6,1.144,1
710,446,206,0,2,1.19,0.5831,1
1526,446,206,0,2,3.3,0.99,2
321,446,206,0,2,4.82,2.0244,2
697,446,206,0,2,2.66,0.9842,2
547,446,1493,0,2,4.62,2.1714,2
431,446,1493,0,2,0.96,0.3744,1
194,446,7656,0,2,6.72,2.688,2
664,446,7656,0,2,1.74,0.522,1
82,446,7656,0,2,2.7,1.242,1
271,446,7656,0,2,4.74,1.8012,2
980,454,7192,112,2,1.72,0.8084,1
1063,454,7192,112,2,9.54,4.6746,3
814,454,7192,112,2,5.19,2.4393,3
5,454,7192,112,2,4.38,1.9272,2
1119,454,3739,112,2,6.34,2.2824,2
231,454,3739,112,2,5.3,2.067,2
1047,454,8572,112,2,3.23,1.1628,1
864,454,8572,112,2,1.63,0.652,1
1413,454,8572,112,2,3.38,1.183,1
1323,454,8572,112,2,5.88,2.4108,2
448,454,8572,112,2,1.54,0.7084,1
684,454,5188,112,2,1.36,0.4352,2
368,454,5188,112,2,3.42,1.5732,3
1316,454,5188,112,2,1.42,0.6106,2
29,454,5188,112,2,5.34,1.6554,3
1050,454,6319,112,2,2.56,0.9216,2
828,454,6319,112,2,2.58,0.8772,2
351,454,6319,112,2,5.52,1.7664,2
152,454,4563,112,2,2.89,1.3005,1
821,454,4563,112,2,3.82,1.7954,2
784,454,4563,112,2,1.04,0.3744,2
68,454,4563,112,2,7.12,2.2784,2
712,430,9618,0,2,3.87,1.6641,1
1061,430,9618,0,2,1.66,0.6806,1
13,430,9618,0,2,2.65,1.113,1
456,430,9618,0,2,5.34,2.3496,2
732,430,7961,0,2,0.91,0.4277,1
683,430,7961,0,2,2.16,0.8208,1
832,430,7961,0,2,6.48,2.3976,2
1527,430,7961,0,2,3.46,1.6954,1
1426,430,6403,0,2,3.74,1.5334,1
484,430,6403,0,2,3.64,1.274,1
1339,430,6403,0,2,1.31,0.4978,1
1476,430,6403,0,2,2.26,1.0396,1
334,430,6403,0,2,1.56,0.4836,2
230,430,6403,0,2,1.19,0.5831,1
447,430,1333,0,2,5.76,2.3616,2
480,430,5649,0,2,5.07,2.3829,3
524,430,5649,0,2,3.48,1.1136,2
1166,430,6468,0,2,2.21,1.0387,1
850,430,6468,0,2,3.99,1.5561,3
241,430,6468,0,2,8.73,3.0555,3
97,430,6468,0,2,0.59,0.2891,1
114,430,6468,0,2,2.76,1.1316,3
142,431,9278,0,2,2.32,0.9744,1
757,431,9278,0,2,1.47,0.441,1
468,431,9278,0,2,3.48,1.5312,2
1333,431,8177,0,2,0.93,0.3162,1
711,431,8177,0,2,2.89,1.0982,1
1433,431,8177,0,2,5.26,2.4196,2
412,431,8177,0,2,2.76,0.8556,2
1264,431,854,0,2,2.35,1.034,1
1308,431,854,0,2,5.16,2.322,2
33,431,854,0,2,1.36,0.4216,1
898,431,9278,0,2,1.74,0.8526,1
848,431,9278,0,2,2.26,0.904,1
998,431,9278,0,2,2.5,0.975,2
549,431,9278,0,2,1.68,0.5376,1
732,431,2630,0,2,1.82,0.7826,2
1347,431,2630,0,2,1.77,0.7611,1
1058,431,2630,0,2,2.76,1.1592,1
782,431,2630,0,2,4.68,1.6848,2
1198,431,2630,0,2,6.86,2.9498,2
1297,431,7456,0,2,1.66,0.5478,1
1208,431,7456,0,2,2.87,1.2628,1
332,431,7456,0,2,2.21,0.8177,1
988,431,7456,0,2,3.61,1.4801,1
1041,436,7586,0,2,1.42,0.568,2
60,436,7586,0,2,5.32,2.2876,2
1447,436,7586,0,2,2.96,1.0952,1
279,436,8523,0,2,5.64,2.1996,2
762,436,8523,0,2,3.7,1.184,1
739,436,2741,0,2,7.14,2.7132,3
1355,436,2741,0,2,1.26,0.4158,2
652,436,2741,0,2,1.67,0.5177,1
789,436,2741,0,2,3.62,1.4842,1
1371,436,8732,0,2,4.94,2.2724,2
602,436,8732,0,2,4.28,1.3696,2
939,436,8732,0,2,1.4,0.448,2
207,436,3211,0,2,1.24,0.5332,1
1394,436,3211,0,2,2.53,0.9108,1
119,436,3211,0,2,4.56,2.1888,2
829,436,3211,0,2,4.34,2.1266,2
673,436,3211,0,2,5.48,2.4112,2
772,436,7462,0,2,3.88,1.6296,2
1352,436,7462,0,2,2.65,1.219,1
1462,436,7462,0,2,1.46,0.6716,2
1545,436,7462,0,2,4.58,1.4656,2
1333,479,3182,114,2,0.93,0.3348,1
312,479,3182,114,2,2.13,1.0011,1
1088,479,3182,114,2,6.64,3.1208,2
492,479,1934,114,2,3.54,1.4514,2
935,479,1934,114,2,2.8,0.952,1
1164,479,1934,114,2,3.42,1.368,2
1208,479,1934,114,2,2.87,1.2054,1
1491,479,1934,114,2,2.58,1.0578,1
642,479,1934,114,2,1.66,0.6308,1
486,479,1934,114,2,1.14,0.4674,1
659,479,1057,114,2,3.21,1.4124,1
22,479,1057,114,2,4.58,1.8778,2
1518,479,1057,114,2,3.52,1.6544,1
975,479,1057,114,2,3.76,1.7296,1
632,479,1057,114,2,1.66,0.581,2
1247,479,1057,114,2,3.36,1.4112,2
1197,479,5650,114,2,3.14,1.0362,1
1108,479,5650,114,2,1.64,0.7052,1
232,479,5650,114,2,2.63,1.1309,1
1443,479,4563,114,2,4.34,2.0832,2
767,479,4563,114,2,2.9,1.131,2
1237,479,4563,114,2,2.75,1.0175,1
52,479,3645,114,2,2.17,1.085,1
268,479,3645,114,2,1.73,0.6574,1
666,464,1264,0,2,0.89,0.3916,1
30,464,1264,0,2,2.82,1.1562,2
1111,464,1264,0,2,0.78,0.3276,1
982,464,1264,0,2,2.88,1.1808,1
639,464,1264,0,2,6.56,2.296,2
1255,464,1264,0,2,2.48,1.0416,2
1205,464,5720,0,2,2.6,0.832,1
1115,464,5720,0,2,2.5,1.075,1
240,464,5720,0,2,0.86,0.3096,1
895,464,5720,0,2,0.65,0.3185,1
1531,464,6814,0,2,1.02,0.4692,2
550,464,6814,0,2,4.8,1.968,2
379,464,6814,0,2,3.85,1.54,1
63,464,6814,0,2,5.9,2.773,2
1011,464,6814,0,2,6.34,2.219,2
143,464,5720,0,2,4.92,2.2632,2
1158,464,5720,0,2,1.32,0.5808,1
1229,464,5720,0,2,2.6,1.014,2
576,464,9517,0,2,1.4,0.616,2
1418,464,9517,0,2,3.22,1.5456,2
863,464,9517,0,2,2.98,0.9536,1
663,464,5650,0,2,1.76,0.8272,1
426,464,5650,0,2,0.6,0.222,1
310,464,5650,0,2,0.76,0.2964,1
659,464,5650,0,2,3.21,0.9951,1
1169,464,5650,0,2,2.98,1.0132,1
54,464,5650,0,2,5.86,2.7542,2
697,464,5650,0,2,2.66,1.2236,2
1356,480,1695,114,2,3.2,1.088,2
1106,480,1695,114,2,3.04,0.9728,2
394,480,1695,114,2,6.26,3.0674,2
850,480,1695,114,2,1.33,0.6517,1
627,480,1695,114,2,1.7,0.816,1
151,480,1695,114,2,5.82,2.1534,2
1099,480,206,114,2,3.24,1.5228,1
1436,480,206,114,2,1.84,0.6072,2
667,480,7798,114,2,2.66,0.9044,1
1176,480,7798,114,2,5.13,2.3085,3
1526,480,9305,114,2,1.65,0.5115,1
157,480,9305,114,2,5.9,2.832,2
733,480,9305,114,2,3.9,1.833,2
1293,480,10188,114,2,4.32,1.9872,3
1270,480,10188,114,2,5.38,2.0982,2
194,480,10188,114,2,3.36,1.6128,1
1463,480,8377,114,2,1.98,0.6138,1
321,480,8377,114,2,4.82,1.7834,2
458,480,5164,114,2,1.5,0.72,1
1047,480,5164,114,2,3.23,1.3889,1
425,480,5164,114,2,2.56,1.1008,2
1147,480,5164,114,2,2.84,0.9372,2
125,480,5164,114,2,4.64,1.9488,2
487,480,5164,114,2,2.6,1.222,1
1533,484,1810,0,2,2.5,0.775,1
165,484,1810,0,2,3.5,1.68,2
741,484,1810,0,2,1.46,0.6132,2
1300,484,1503,0,2,2.9,1.363,2
864,484,1503,0,2,3.26,1.2714,2
1346,484,1503,0,2,2.35,1.1045,1
1373,484,7032,0,2,3.6,1.08,1
780,484,338,0,2,5.68,2.6128,2
38,484,338,0,2,1.31,0.4061,1
708,484,338,0,2,3.68,1.2512,1
1181,484,338,0,2,1.77,0.7257,1
52,484,338,0,2,4.34,1.9964,2
1054,484,338,0,2,1.48,0.6068,1
1510,484,7456,0,2,1.92,0.7872,2
1354,484,7456,0,2,1.48,0.5476,1
678,484,7456,0,2,3.69,1.1808,1
1148,484,7456,0,2,2.69,1.1836,1
152,484,7456,0,2,5.78,2.023,2
755,484,7456,0,2,2.98,1.043,1
1401,484,1734,0,2,1.59,0.5724,1
502,484,10103,0,2,3.17,1.2363,1
918,484,10103,0,2,5.94,2.3166,2
59,462,5328,0,2,1.4,0.658,1
1062,462,5328,0,2,4.76,1.7136,2
26,462,5328,0,2,1.76,0.5632,2
1162,462,5328,0,2,1.59,0.5883,1
253,462,6074,0,2,0.89,0.2848,1
895,462,6074,0,2,1.3,0.585,2
525,462,6074,0,2,2.85,1.0545,1
808,462,6074,0,2,1.39,0.5282,1
1517,462,6074,0,2,1.16,0.3712,2
1361,462,6074,0,2,3.62,1.7738,2
579,462,7192,0,2,2.49,1.0209,3
329,462,7192,0,2,1.74,0.7482,1
1078,462,7192,0,2,1.64,0.6724,1
612,462,4076,0,2,2.38,1.0234,1
1471,462,4076,0,2,1.55,0.713,1
316,462,1418,0,2,2.62,1.0218,2
1092,462,1418,0,2,4.76,2.0944,2
323,462,1418,0,2,3.5,1.435,1
660,462,1418,0,2,5.6,2.688,2
477,462,1418,0,2,0.86,0.3956,1
1026,462,1418,0,2,2.13,0.8946,1
1442,462,9794,0,2,3.28,1.2464,2
832,462,9794,0,2,3.24,1.1988,1
516,462,4863,0,2,5.55,2.7195,3
493,462,4863,0,2,7.92,2.9304,3
976,462,4863,0,2,3.51,1.3338,3
672,462,4863,0,2,10.02,4.008,3
755,462,4863,0,2,5.96,2.086,2
506,462,4863,0,2,11.04,3.7536,3
1258,514,9794,0,2,1.83,0.5856,3
249,514,9794,0,2,3.18,1.3038,2
160,514,9794,0,2,2.13,0.9798,1
842,514,9794,0,2,6.4,2.304,2
353,514,9794,0,2,4.71,2.3079,3
676,514,9794,0,2,6.58,2.303,2
852,514,9794,0,2,0.69,0.2553,1
97,514,1810,0,2,1.18,0.4012,2
1006,514,1810,0,2,2.14,0.8132,1
251,514,1810,0,2,4.88,1.8544,2
1372,514,1810,0,2,2.49,1.0707,1
296,514,1810,0,2,0.5,0.16,1
407,514,1810,0,2,3.21,1.4766,1
490,514,1810,0,2,1.65,0.8085,1
227,514,10010,0,2,1.98,0.7326,1
847,514,7192,0,2,7.68,2.6112,2
1529,514,7192,0,2,9.81,4.7088,3
627,514,7192,0,2,1.7,0.578,1
1363,514,7192,0,2,5.32,2.0216,2
1540,514,7192,0,2,7.04,2.1824,2
1013,514,5467,0,2,1.55,0.6045,1
1030,514,5467,0,2,2.64,0.924,1
980,514,5467,0,2,3.44,1.5136,2
1130,514,5467,0,2,1.55,0.558,1
210,503,3182,0,2,1.54,0.6776,1
281,503,3182,0,2,2.63,0.8416,1
897,503,3182,0,2,0.54,0.2484,1
194,503,3182,0,2,3.36,1.6464,1
138,503,7809,0,2,2.7,0.972,1
757,503,5689,0,2,2.94,1.3524,2
1440,503,5689,0,2,2.81,1.3488,1
537,503,5689,0,2,7.95,2.862,3
1273,503,5689,0,2,6.62,3.0452,2
1433,503,2872,0,2,5.26,1.7884,2
118,503,2872,0,2,1.48,0.4588,1
1360,503,2872,0,2,2.42,0.9922,1
751,503,2872,0,2,4.38,1.7958,2
1021,503,2872,0,2,1.22,0.4026,1
1037,503,2872,0,2,1.16,0.4756,2
921,503,8908,0,2,1.35,0.459,1
1337,503,8908,0,2,1.14,0.3762,2
1233,503,8908,0,2,0.73,0.3139,1
717,503,8908,0,2,3.92,1.9208,1
305,516,3038,0,2,3.39,1.3899,1
854,516,3038,0,2,3.2,1.472,2
351,516,3038,0,2,2.76,1.1592,1
378,516,7901,0,2,1.11,0.5106,1
222,516,7901,0,2,3.95,1.501,1
1104,516,7901,0,2,2.45,0.833,1
1160,516,7901,0,2,2.76,1.242,1
578,516,7901,0,2,2.29,0.9618,1
767,516,7901,0,2,1.45,0.522,1
1413,516,1796,0,2,6.76,2.704,2
1351,516,1796,0,2,3.34,1.5364,2
808,516,1796,0,2,1.39,0.4726,1
1407,516,6309,0,2,0.63,0.2772,1
225,516,6309,0,2,3.89,1.4004,1
1068,516,6309,0,2,4.22,1.3082,2
99,516,6309,0,2,7.08,2.1948,3
1035,516,6309,0,2,1.11,0.444,1
1534,516,5850,0,2,2.78,1.0564,1
259,516,5850,0,2,3.8,1.672,2
968,516,5850,0,2,2.56,1.1776,2
398,516,5850,0,2,0.8,0.328,1
1280,516,5850,0,2,2.74,1.0412,2
192,516,5850,0,2,3.04,1.3984,2
1168,516,5850,0,2,3.82,1.6808,1
815,497,7008,0,2,1.84,0.7176,2
472,497,7008,0,2,0.82,0.4018,1
1088,497,7008,0,2,6.64,2.1912,2
799,497,7008,0,2,2.84,1.0792,1
522,497,7008,0,2,1.63,0.7172,1
489,497,4487,0,2,4.82,1.4942,2
1038,497,4487,0,2,0.74,0.259,1
949,497,4487,0,2,5.02,2.51,2
73,497,4487,0,2,2.33,0.8155,1
761,497,4209,0,2,1.7,0.833,1
1365,497,4209,0,2,1.06,0.477,2
782,497,10255,0,2,4.68,2.106,2
572,497,10255,0,2,2.51,0.9287,1
788,497,10255,0,2,1.1,0.473,2
139,497,10255,0,2,1.79,0.7697,1
528,497,10255,0,2,1.92,0.6528,2
506,497,10255,0,2,7.36,3.0912,2
447,497,9933,0,2,2.88,1.2096,1
409,497,9933,0,2,7.82,2.4242,2
1252,497,9933,0,2,2.28,1.0716,1
696,497,9933,0,2,0.72,0.2304,1
1218,497,9933,0,2,3.66,1.7934,2
796,497,9933,0,2,1.32,0.4752,1
514,504,5237,0,2,1.81,0.6154,1
570,504,5237,0,2,4.32,2.0304,2
1546,504,5237,0,2,0.61,0.2501,1
591,504,5237,0,2,1.17,0.4446,1
753,504,5237,0,2,3.78,1.7388,2
997,504,5237,0,2,3.29,1.2831,1
999,504,8277,0,2,8.13,3.0081,3
1070,504,8277,0,2,7.02,2.1762,2
128,504,8277,0,2,1.06,0.3604,2
983,504,8277,0,2,0.82,0.3444,1
1120,504,8277,0,2,3.42,1.5732,2
1536,504,8277,0,2,1.33,0.5985,1
1432,504,8277,0,2,3.6,1.116,2
500,504,5121,0,2,2.66,0.8512,1
1010,504,5121,0,2,5.3,2.279,2
1359,504,6243,0,2,2.48,0.8928,2
1548,504,6243,0,2,1.34,0.6432,2
1063,504,5549,0,2,9.54,4.3884,3
1267,504,5549,0,2,4.8,1.824,3
1483,504,5549,0,2,2.13,0.9798,1
420,504,5549,0,2,2.27,1.0669,1
1223,504,5549,0,2,0.59,0.2891,1
1200,504,5549,0,2,5.61,2.4684,3
125,504,5549,0,2,2.32,0.9976,1
486,527,4487,0,2,2.28,0.7068,2
1035,527,4487,0,2,1.11,0.4551,1
946,527,4487,0,2,5.7,2.85,2
70,527,4487,0,2,1.94,0.679,2
1172,527,4209,0,2,2.77,0.9418,1
1362,527,4209,0,2,2.98,1.3112,2
779,527,10255,0,2,3.62,1.629,2
569,527,10255,0,2,3.16,1.3588,1
786,527,10255,0,2,1.94,0.9118,2
137,527,10255,0,2,3.7,1.776,1
939,527,10255,0,2,1.4,0.476,2
503,527,10255,0,2,3.72,1.5624,2
444,527,9933,0,2,2.59,1.2173,1
820,527,9933,0,2,1.4,0.434,2
1249,527,9933,0,2,1.48,0.6956,1
693,527,9933,0,2,1.99,0.7363,1
1215,527,9933,0,2,2.92,1.4016,2
793,527,9933,0,2,2.85,1.1685,1
1274,545,10093,0,2,1.31,0.4323,1
186,545,10093,0,2,4.46,1.9624,2
748,545,10093,0,2,4.4,2.024,2
775,545,4800,0,2,1.9,0.836,2
126,545,4800,0,2,3.22,0.9982,2
515,545,4800,0,2,1.91,0.9168,1
9,545,6695,0,2,4.84,1.936,2
864,545,6695,0,2,3.26,1.1736,2
1001,545,6695,0,2,5.04,1.9656,2
1417,545,6695,0,2,7.22,3.0324,2
169,545,6695,0,2,3.96,1.8216,2
1525,545,9618,0,2,7.86,2.8296,2
673,529,7843,0,2,2.74,0.9316,1
1183,529,7843,0,2,4.62,2.079,3
1532,529,9651,0,2,2.78,0.8618,2
577,529,9651,0,2,2.62,0.8908,1
740,529,9651,0,2,3.94,1.8518,2
1299,529,10261,0,2,5.52,2.5944,2
1276,529,10261,0,2,1.43,0.4433,1
201,529,10261,0,2,4.5,1.395,2
311,529,10261,0,2,2.15,0.7955,1
394,529,10261,0,2,3.13,1.4085,1
706,529,2320,0,2,3.46,1.5224,1
1083,529,2320,0,2,0.5,0.21,1
367,529,2320,0,2,6.98,2.1638,2
271,539,7809,118,2,2.37,1.1139,1
447,539,7809,118,2,2.88,1.0656,1
331,539,7809,118,2,2.83,1.132,1
680,539,7809,118,2,1.47,0.4557,1
1190,539,7809,118,2,2.6,1.274,2
75,539,7809,118,2,1.36,0.6392,2
304,539,7809,118,2,1.89,0.8883,1
1463,539,4117,118,2,1.98,0.9702,1
85,539,4117,118,2,1.36,0.4488,1
195,539,7336,118,2,1.77,0.5664,1
1476,539,7336,118,2,4.52,1.6724,2
335,539,7336,118,2,7.48,2.6928,2
1160,539,9617,118,2,2.76,1.3524,1
139,539,9617,118,2,1.79,0.7697,1
501,539,9617,118,2,2.9,1.247,2
222,539,7329,118,2,11.85,5.3325,3
251,539,7329,118,2,4.88,2.2936,2
894,539,7329,118,2,1.14,0.4332,2
938,539,7329,118,2,3.22,1.1592,2
1221,539,7329,118,2,1.49,0.745,1
372,539,7329,118,2,7.96,2.7064,2
1470,546,6602,0,2,2.41,1.1327,1
1553,546,6602,0,2,1.86,0.9114,1
1304,546,6602,0,2,0.67,0.2144,1
495,546,6602,0,2,2.34,0.9594,2
1364,546,6602,0,2,3.2,1.44,2
728,546,6602,0,2,3.78,1.134,2
508,546,1734,0,2,3.79,1.5539,1
153,546,1734,0,2,5.44,2.5024,2
76,546,1734,0,2,1.69,0.7098,1
1451,546,1734,0,2,3.24,1.62,2
442,546,1734,0,2,2.24,1.008,1
352,546,1734,0,2,0.67,0.3149,1
248,546,1771,0,2,0.86,0.43,1
519,546,1771,0,2,7.64,3.7436,2
535,546,1771,0,2,2.84,1.0224,1
